	Lambda_Max	Species	Opsin_Family	Accession
S92	489	Chauliodus_macouni	Rh1	EU407250.1
S93	492	Stenobrachius_leucopsarus	Rh1	EU407251.1
S94	507	Lepidopus_fitchi	Rh1	EU407252.1
S95	486	Lepidopus_fitchi	Rh1	EU407253.1
S96	491	Anolis_carolinensis	Rh1	L31503
S97	479	Anguilla_japonica	Rh1	LC464070.1
S98	504	Astyanax_mexicanus	Rh1	U12328.1
S99	489	Rod_ancestor_pigmentc_A292S	Rh1	pigmentc_A292S
S100	502	Rod_ancestor_pigmentd_A292S	Rh1	pigmentd_A292S
S101	491	Rod_ancestor_pigmentg_A292S	Rh1	pigmentg_A292S
S102	498	Rod_ancestor_pigmenta_D83N	Rh1	pigmenta_D83N
S103	479	Rod_ancestor_pigmente_D83N	Rh1	pigmente_D83N
S104	488	Rod_ancestor_pigmenta_D83N_A292S	Rh1	pigmenta_D83N_A292S
S105	486	Rod_ancestor_pigmentg_D83N_A292S	Rh1	pigmentg_D83N_A292S
S106	482	Rod_ancestor_pigmenth_D83N_A292S	Rh1	pigmenth_D83N_A292S
S107	482	Rod_ancestor_pigmenti_D83N_A292S	Rh1	pigmenti_D83N_A292S
S108	497	Rod_ancestor_pigmenta_D83N_I214T	Rh1	pigmenta_D83N_I214T
S109	526	Rod_ancestor_pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I	Rh1	pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I
S110	501	Rod_ancestor_pigmentb_E122I	Rh1	pigmentb_E122I
S111	507	Rod_ancestor_pigmentb_E122I_F261Y	Rh1	pigmentb_E122I_F261Y
S112	484	Rod_ancestor_pigmentf_E122M_A292S	Rh1	pigmentf_E122M_A292S
S113	504	Rod_ancestor_pigmentf_E122M_F261Y	Rh1	pigmentf_E122M_F261Y
S114	490	Rod_ancestor_pigmentf_E122M_F261Y_A292S	Rh1	pigmentf_E122M_F261Y_A292S
S115	489	Rod_ancestor_pigmentf_E122Q	Rh1	pigmentf_E122Q
S116	478	Rod_ancestor_pigmenta_E122Q_A292S	Rh1	pigmenta_E122Q_A292S
S117	511	Rod_ancestor_pigmentb_F261Y	Rh1	pigmentb_F261Y
S118	503	Rod_ancestor_pigmenti_F261Y	Rh1	pigmenti_F261Y
S119	488	Rod_ancestor_pigmentd_N195A_A292S	Rh1	pigmentd_N195A_A292S
S120	488	Rod_ancestor_pigmentd_P194R_A292S	Rh1	pigmentd_P194R_A292S
S121	501	Rod_ancestor_pigmentd_P194R_N195A	Rh1	pigmentd_P194R_N195A
S122	488	Rod_ancestor_pigmentd_P194R_N195A_A292S	Rh1	pigmentd_P194R_N195A_A292S
S123	494	Rod_ancestor_pigmenth_Y96V_Y102F	Rh1	pigmenth_Y96V_Y102F
S124	491	Sebastolobus_altivelis	Rh1	DQ490124_N83D
S125	492	Chauliodus_macouni	Rh1	EU407250.1_N83D
S126	490	Lepidopus_fitchi	Rh1	EU407253.1_N83D
S127	501	Sebastolobus_altivelis	Rh1	DQ490124_N83D_S292A
S128	504	Chauliodus_macouni	Rh1	EU407250.1_N83D_S292A
S129	495	Lepidopus_fitchi	Rh1	EU407253.1_N83D_S292A
S130	499	Stenobrachius_leucopsarus	Rh1	EU407251_Q122E
S131	498	Conger_myriaster	Rh1	AB043817.1_S292A
S132	494	Sebastolobus_altivelis	Rh1	DQ490124_S292A
S133	501	Chauliodus_macouni	Rh1	EU407250.1_S292A
S134	490	Lepidopus_fitchi	Rh1	EU407253.1_S292A
S135	502	Lepidopus_fitchi	Rh1	EU407252.1_Y261F
S136	483	Sebastolobus_altivelis	Rh1	DQ490124.1
S137	500	Bos_taurus	Rh1	P02699.1
S138	489	Tursiops_truncatus	Rh1	NM_001280659.1
S139	524	Tursiops_truncatus	LWS	XM_019933644.2
S140	552	Tursiops_truncatus	LWS	XM_019933644.2_S292A
S141	489	Bos_taurus	Rh1	NM_001014890_A292S
S142	501	Bos_taurus	Rh1	NM_001014890_A299S
S143	485	Bos_taurus	Rh1	NM_001014890_D83N_A292S
S144	489	Bos_taurus	Rh1	NM_001014890_D83N_A292S_A299S
S145	492	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1_1_277-NM_001014890_278_348
S146	501	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_306-NM_001014890_307_348
S147	499	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890_1_306-DQ490124.1_307_348
S148	494	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1[S292A]_1_306-NM_001014890_307_348
S149	491	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1_1_277-NM_001014890_278_306-DQ490124.1_307_348
S150	501	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_348
S151	482	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_348
S152	494	Sebastolobus_altivelis	Rh1	DQ490124.1_S292A
S153	488	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890_1_277-DQ490124.1_278_306-NM_001014890_307_348
S154	488	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890[A292S]_1_306-DQ490124.1_307_348
S155	482	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1_1_306-NM_001014890_307_348
S156	482	"Bos,Sebastolobus_taurus,altivelis"	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_306-DQ490124.1_307_348
S157	490	"Bos,Sebastolobus_taurus,altivelis"	Rh1	NM_001014890_1_277-DQ490124.1_278_348
S158	467	Gekko_gekko	Rh2	M92035
S159	496	Anolis_carolinensis	Rh2	NM_001291394.1_F49A
S160	496	Anolis_carolinensis	Rh2	NM_001291394.1_L52M
S161	492	Anolis_carolinensis	Rh2	NM_001291394.1_F49A_L52M
S162	496	Anolis_carolinensis	Rh2	NM_001291394.1_D83N
S163	488	Anolis_carolinensis	Rh2	NM_001291394.1_T97A
S164	481	Anolis_carolinensis	Rh2	NM_001291394.1_D83N_M86T_T97A
S165	495	Anolis_carolinensis	Rh2	NM_001291394.1_S164A
S166	512	Anolis_carolinensis	Rh2	NM_001291394.1_Q122E
S167	511	Anolis_carolinensis	Rh2	NM_001291394.1_F49S_Q122E_S164A
S168	467	Gekko_gekko	Rh2	M92035_A164S
S169	480	Gekko_gekko	Rh2	M92035_Q122E
S170	452	Oryzias_latipes	Rh2	AB223053.1
S171	459	Oryzias_latipes	Rh2	AB223053.1_S292A
S172	469	Oryzias_latipes	Rh2	AB223053.1_Q122E_S292A
S173	496	Anolis_carolinensis	Rh2	NM_001291394.1
S174	491	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_348
S175	482	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_70-M92035.1_71_100-AH007735.2_101_348
S176	492	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_105-M92035.1_106_139-AH007735.2_140_149-M92035.1_150_172-AH007735.2_173_348
S177	494	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_348
S178	493	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_243-M92035.1_244_273-AH007735.2_274_348
S179	492	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_284-M92035.1_285_309-AH007735.2_310_348
S180	471	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_70-M92035.1_71_100-AH007735.2_101_105-M92035.1_106_139-AH007735.2_140-149-M92035.1_150_172-AH007735.2_173_348
S181	489	"Gekko,Anolis_gekko,carolinensis"	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_243-M92035.1_244_273-AH007735.2_274_284-M92035.1_285_309-AH007735.2_310_348
S182	467	Danio_rerio	Rh2	AB087805.2
S183	467	Danio_rerio	Rh2	AB087806.2
S184	488	Danio_rerio	Rh2	AB087807.1
S185	505	Danio_rerio	Rh2	AB087808.2
S186	464	Danio_rerio	Rh2	AB087805.2_K36Q
S187	464	Danio_rerio	Rh2	AB087805.2_L46F
S188	463	Danio_rerio	Rh2	AB087805.2_I49C
S189	465	Danio_rerio	Rh2	AB087805.2_V60L
S190	467	Danio_rerio	Rh2	AB087805.2_S94T
S191	465	Danio_rerio	Rh2	AB087805.2_L108T
S192	468	Danio_rerio	Rh2	AB087805.2_V111A
S193	466	Danio_rerio	Rh2	AB087805.2_M112I
S194	470	Danio_rerio	Rh2	AB087805.2_V111A_M112I
S195	471	Danio_rerio	Rh2	AB087805.2_S94T_V111A_M112I
S196	472	Danio_rerio	Rh2	AB087805.2_L46F_I49C_S94T_V111A_M112I
S197	536	Petromyzon_marinus	Rh1	EU571209.1
S198	501	Petromyzon_marinus	LWS	AH005459.2
S199	554	Petromyzon_marinus	Rh1	EU571209.1_P164S
S200	562.8	Carassius_auratus	LWS	L11867.1
S201	544	Carassius_auratus	LWS	L11867.1_S164P
S202	463	Cottusgobio_gobio	SWS2	AJ430489.1
S203	458	Cottusgobio_gobio	SWS2	AJ430489.1_T118A
S204	452	Cottusgobio_gobio	SWS2	AJ430489.1_T118G
S205	465	Cottusgobio_gobio	SWS2	AJ430489.1_P215G
S206	453	Cottusgobio_gobio	SWS2	AJ430489.1_T269A
S207	499	Bos_taurus	Rh1	NM_001014890_E181A
S208	500	Bos_taurus	Rh1	NM_001014890_E181N
S209	497	Bos_taurus	Rh1	NM_001014890_E181D
S210	499	Bos_taurus	Rh1	NM_001014890_E181C
S211	508	Bos_taurus	Rh1	NM_001014890_E181Q
S212	500	Bos_taurus	Rh1	NM_001014890_E181G
S213	497	Bos_taurus	Rh1	NM_001014890_E181H
S214	501	Bos_taurus	Rh1	NM_001014890_E181I
S215	502	Bos_taurus	Rh1	NM_001014890_E181L
S216	500	Bos_taurus	Rh1	NM_001014890_E181M
S217	501	Bos_taurus	Rh1	NM_001014890_E181F
S218	500	Bos_taurus	Rh1	NM_001014890_E181S
S219	502	Bos_taurus	Rh1	NM_001014890_E181T
S220	502	Bos_taurus	Rh1	NM_001014890_E181W
S221	501	Bos_taurus	Rh1	NM_001014890_E181Y
S222	498	Bos_taurus	Rh1	NM_001014890_E181V
S223	499	Bos_taurus	Rh1	NM_001014890_E113Q
S224	500	Bos_taurus	Rh1	NM_001014890_E113Q_E181D
S225	359	Carassius_auratus	SWS1	D85863.1
S226	355	Danio_rerio	SWS1	AB087810.1
S227	423	Xenopus_laevis	SWS1	U23463.1
S228	356	Ambystoma_tigrinum	SWS1	AF038948.1
S229	358	Anolis_carolinensis	SWS1	AH007736.2
S230	360	Gekko_gecko	SWS1	AY024356.1
S231	393	Columba_livia	SWS1	AH007798.2
S232	359	Taeniopygia_guttata	SWS1	AF222331.1
S233	415	Gallus_gallus	SWS1	M92039.1
S234	363	Melopsittacus_undulatus	SWS1	Y11787.1
S235	414	Homo_sapiens	SWS1	AH003620.2
S236	359	Mus_musculus	SWS1	U49720.1
S237	358	Rattus_norvegicus	SWS1	U63972.1
S238	438	Bos_taurus	SWS1	U92557.1
S239	420	Cavia_porcellus	SWS1	AY552608.1
S240	419	Loxodonta_africana	SWS1	AY686753.1
S241	420	Notamacropus_eugenii	SWS1	AY286017.1
S242	489	Delphinus_delphis	Rh1	AF055314
S243	488	Globicephala_melas	Rh1	AF055315
S244	484	Mesoplodon_bidens	Rh1	AF055316
S245	501	Phoca_vitulina	Rh1	AF055317
S246	498	Phoca_groenlandicus	Rh1	AF055318
S247	502	Trichechus_manatus	Rh1	AF055319
S248	465	Cottus_gobio	SWS2	AJ430489_P215G
S249	453	Cottus_gobio	SWS2	AJ430489_T269A
S250	452	Cottus_gobio	SWS2	AJ430489_T118G
S251	458	Cottus_gobio	SWS2	AJ430489_T118A
S252	571	Papilio_xuthus	Rh3	AB007425.1
S253	540	Papilio_xuthus	Rh1	AB007423.1
S254	538	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_379
S255	542	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_379
S256	547	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_379
S257	561	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S258	565	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_379
S259	569	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_379
S260	542	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_379
S261	558	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_379
S262	560	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S263	561	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S264	566	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S265	556	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S266	550	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S267	543	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F]_84_379
S268	545	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[L112I]_84-379
S269	543	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A115C]_84_379
S270	550	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G]_84-379
S271	547	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[F120Y]_84_379
S272	548	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[I123V]_84_379
S273	546	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S274	550	Papilio_xuthus	"Rh1,Rh3"	"AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379"
S275	543	Papilio_xuthus	"Rh1,Rh3"	"AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379"
S276	552	Papilio_xuthus	"Rh1,Rh3"	"AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379"
S277	554	Papilio_xuthus	"Rh1,Rh3"	"AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379"
S278	551	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S279	551	Papilio_xuthus	"Rh1,Rh3"	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S280	549	Papilio_xuthus	"Rh1,Rh3"	"AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379"
S281	463	Cottus_gobio	SWS2	AJ430489
S282	502	Bos_taurus	Rh1	NM_001014890.2_A164S
S283	510	Bos_taurus	Rh1	NM_001014890.2_F261Y
S284	514	Bos_taurus	Rh1	NM_001014890.2_A269T
S285	520	Bos_taurus	Rh1	NM_001014890.2_F261Y_A269T
S286	512	Bos_taurus	Rh1	NM_001014890.2_A164S_F261Y
S287	514	Bos_taurus	Rh1	NM_001014890.2_A164S_A269T
S288	492	Carassius_auratus	Rh1	L11863.1
S289	503	Astyanax_mexicanus	Rh1	U12328.1
S290	505	Gambusia_holbrooki	Rh1	Y11146.1
S291	485	Latimeria_chalumnae	Rh1	AH007712.2
S292	502	Xenopus_laevis	Rh1	L07770.1
S293	502	Lithobates_pipiens	Rh1	S49004
S294	500	Lithobates_catesbeianus	Rh1	S79840
S295	506	Ambystoma_tigrinum	Rh1	U36574
S296	502	Columba_livia	Rh1	AH007730.2
S297	502	Taeniopygia_guttata	Rh1	AF222329
S298	503	Gallus_gallus	Rh1	D00702
S299	488	Tursiops_truncatus	Rh1	AF055456
S300	511	Carassius_auratus	Rh2	L11865
S301	506	Carassius_auratus	Rh2	L11866
S302	495	Anolis_carolinensis	Rh2	AH007735.2
S303	467	Gekko_gecko	Rh2	M92035.1
S304	503	Columba_livia	Rh2	AH007731.2
S305	505	Taeniopygia_guttata	Rh2	AF222330
S306	508	Gallus_gallus	Rh2	M92038
S307	359	Carassius_auratus	SWS1	D85863
S308	425	Xenopus_laevis	SWS1	U23463
S309	358	Anolis_carolinensis	SWS1	AH007736.2
S310	393	Columba_livia	SWS1	AH007798.2
S311	415	Gallus_gallus	SWS1	M92039
S312	371	Melopsittacus_undulatus	SWS1	Y11787
S313	424	Homo_sapiens	SWS1	AH003620.2
S314	359	Mus_musculus	SWS1	U49720
S315	358	Rattus_norvegicus	SWS1	U63972.1
S316	443	Carassius_auratus	SWS2	L11864
S317	437	Anolis_carolinensis	SWS2	AF133907
S318	448	Columba_livia	SWS2	AH007799.2
S319	441	Taeniopygia_guttata	SWS2	AF222332
S320	455	Gallus_gallus	SWS2	M92037
S321	559	Carassius_auratus	LWS	L11867
S322	561	Anolis_carolinensis	LWS	U08131
S323	558	Columba_livia	LWS	AH007800.2
S324	560	Taeniopygia_guttata	LWS	AF222333.1
S325	571	Gallus_gallus	LWS	M62903.1
S326	530	Homo_sapiens	LWS	AH005296.2
S327	560	Homo_sapiens	LWS	AH005298.2
S328	553	Capra_hircus	LWS	AH006594.2
S329	509	Oryctolagus_cuniculus	MWS	AH006945.2
S330	508	Mus_musculus	MWS	AF011389.1
S331	509	Rattus_norvegicus	MWS	AH006946.2
S332	524	Tursiops_truncatus	LWS	AF055457
S333	553	Felis_catus	LWS	AF132040
S334	545	Equus_caballus	LWS	AF132043
S335	531	Odocoileus_virginianus	LWS	AF132041
S336	516	Cavia_porcellus	MWS	AF132042.1
S337	532	Neosciurus_carolinensis	LWS	AF132044
S338	482	Anolis_carolinensis	MWS	AH007737.2
S339	481	Columba_livia	MWS	U50598.1
S340	359	Taeniopygia_guttata	SWS	AF222331
S341	359	Taeniopygia_guttata	SWS	AF222331_I85V
S342	397	Taeniopygia_guttata	SWS	AF222331_C84S
S343	397	Taeniopygia_guttata	SWS	AF222331_C84S_I85V
S344	382	Taeniopygia_guttata	SWS	AF222331_C84G
S345	363	Taeniopygia_guttata	SWS	AF222331_C84G_I85F
S346	405	Gallus_gallus	SWS	M92039_V85I
S347	369	Gallus_gallus	SWS	M92039_S84C
S348	371	Gallus_gallus	SWS	M92039_S84C_V85I
S349	389	Columba_livia	SWS1	AH007798.2_V85I
S350	358	Columba_livia	SWS1	AH007798.2_S84C
S351	359	Columba_livia	SWS1	AH007798.2_S84C_V85I
S352	435	Eumaeus_atala	BRh1	MN831881.1
S353	500	Eumaeus_atala	BRh2	MN831882.1
S354	569	Eumaeus_atala	LWRh	MN831883.1
S355	352	Eumaeus_atala	UVRh	MN831884.1
S356	578	Arhopala_japonica	LWRh	MN831885.1
S357	450	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F
S358	440	Eumaeus_atala	BRh1	MN831881.1_A118S
S359	528	Eumaeus_atala	BRh1	MN831881.1_I122F
S360	530	Eumaeus_atala	BRh1	MN831881.1_G177S
S361	516	Eumaeus_atala	BRh1	MN831881.1_Y179F
S362	527	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S
S363	526	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F
S364	528	Eumaeus_atala	BRh1	MN831881.1_I207C_F208C
S365	475	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F
S366	508	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S_Y179F
S367	535	Eumaeus_atala	BRh1	MN831881.1_I122F_I207C_F208C
S368	520	Eumaeus_atala	BRh1	MN831881.1_Y179F_I207C_F208C
S369	526	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F_I207C_F208C
S370	533	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_I207C_F208C
